gene,logFC,P.Value
11197,2.359065,0.004779189
4005,1.42841,0.004837317
3141,-0.539793333,0.004849863
2263,-1.877573333,0.004852456
23576,-1.60625,0.004866537
8445,-1.396305,0.004882508
27230 /// 101928061,-0.874713333,0.00488841
56253,-1.070066667,0.004911681
5167,-1.552956667,0.00492599
127687,-1.07086,0.004930168
132720,1.659605,0.00493226
1028,1.47939,0.004932606
10659,0.74812,0.004932873
6696,-4.015378333,0.004947366
58986,-0.96717,0.004977825
5627,1.239046667,0.004982407
2896,-1.208923333,0.004982744
642273,-1.282913333,0.004982899
114034,0.608895,0.004984769
245937,1.615665,0.005014247
28958,-0.756516667,0.005029782
4023,1.997725,0.005034601
7696,0.980138333,0.00504966
112770,-1.188353333,0.005055629
11092,-0.746378333,0.005056856
5411,-0.767291667,0.00506485
5990,2.084433333,0.00506844
101928068,0.596118333,0.005109626
11343,1.402235,0.005110438
3880,-2.078408333,0.005112756
8309,1.165361667,0.005113495
860,-2.079681667,0.005128506
6678,-0.97747,0.005161724
60685,-0.642348333,0.00516494
51545,-0.629188333,0.005183591
100287221,-1.03054,0.005194469
10109,-0.625983333,0.005196396
9717,0.629455,0.005235949
343450,1.375128333,0.005239724
11153,-1.113588333,0.005245376
8736,0.72738,0.005252292
7564,-0.696495,0.005255837
5420,1.441871667,0.005281689
4716,-0.688055,0.005283511
210,-1.175016667,0.005311893
4316,-0.914378333,0.005328677
54861,1.221515,0.005339373
10489,-0.617348333,0.005357582
3202,0.968105,0.005366837
7852,-1.870646667,0.005367885
90141,-1.215656667,0.005371526
11015,-1.671866667,0.005377294
25769,-2.894595,0.005391452
2535,-1.561603333,0.005424356
2521,0.629463333,0.005477028
84967,-1.398881667,0.00549965
3233,1.094221667,0.005509677
29101,-0.61408,0.005510464
1833,-2.554893333,0.005518852
719,-1.255506667,0.005523438
79005 /// 100534012,-0.604653333,0.00552962
8975,1.074001667,0.005531371
4837 /// 101928916,-1.011503333,0.005550152
3028,-0.879646667,0.005559243
51334,-0.525153333,0.005576518
116541,-1.016521667,0.005596173
59286,-0.91093,0.005613736
51700,-0.923731667,0.005615707
79763,-0.642001667,0.005617277
145853,-1.264351667,0.005618058
151556,-1.48115,0.005634865
25891,1.989613333,0.005644725
29798,-0.570078333,0.005647176
6509,-1.414178333,0.005648331
7262,-1.56616,0.005659735
124944 /// 440400 /// 100529209,-0.879456667,0.005671351
9924,0.898076667,0.005686894
26037,-0.840373333,0.00569246
10430,-0.667361667,0.005728787
572558 /// 101929886,0.80724,0.005729645
79669,-1.034886667,0.005738206
255967,0.668118333,0.005786691
3727,1.450346667,0.005788479
847,1.233096667,0.005796061
963,-1.683915,0.005813659
1524,-2.065261667,0.00583306
6282,-1.778783333,0.005841962
7167,-0.896856667,0.005858459
5441,-0.885246667,0.005880934
286077,-1.051071667,0.005888106
2342 /// 100529261,-1.18069,0.005890509
84289,1.06377,0.005904824
101929465,0.99097,0.005910145
5236,-1.081728333,0.005911061
9551 /// 101929716,-0.891741667,0.005917461
81575,1.905945,0.005921702
119016 /// 119385 /// 414189 /// 414224 /// 653268 /// 101060581,0.70147,0.005922649
6330,2.083293333,0.005941456
26256,-0.773121667,0.005941781
6403,1.447038333,0.005953227
79839,0.972248333,0.005962666
9124,1.009586667,0.005966416
3169,-0.825886667,0.005968481
54517,-0.700321667,0.005971399
5096,-0.866375,0.005998983
5087,0.939821667,0.006002013
23492,0.932695,0.006013203
319085,0.959485,0.006018732
58191,-1.38458,0.006020969
101929083,0.717375,0.006045389
134111,-2.239791667,0.006048771
133,2.184456667,0.006059227
101929497,-0.480971667,0.006059886
9414,1.097273333,0.006075282
152002,-0.837188333,0.006080529
23077,0.619406667,0.006090007
84991,0.650058333,0.006096314
11164,-0.814116667,0.006111031
339483,0.69385,0.006175473
51339,-1.817513333,0.006176107
7481,1.652118333,0.006199757
5919,-1.27385,0.006236062
7345,-1.314031667,0.006267795
8749,1.008498333,0.00626802
80206,-1.791935,0.006275635
83660,-1.06914,0.006275682
7043,-1.385653333,0.006287911
57604 /// 101927137,1.94184,0.006298884
10616,-0.760425,0.006308033
26505,0.727848333,0.006327454
8565,-0.67079,0.006347677
9586 /// 401317,1.81212,0.006361242
4582,-1.152101667,0.006402074
440823,-1.52281,0.006405704
2794,0.936655,0.006426906
10327,-0.808056667,0.00642738
9232,-1.290171667,0.006454357
27115,1.2977,0.006460814
4744,-1.128206667,0.006471473
2342,-1.252653333,0.00649814
378938,0.925031667,0.00650023
8727,0.90596,0.006506682
2961,-0.83647,0.006508453
641518,-0.640033333,0.00651281
51673,2.103996667,0.006522148
9500,-0.891753333,0.006544324
24,0.868175,0.006546216
7068,1.74179,0.006559645
64771,-0.789563333,0.006562436
9627,1.517155,0.00658073
57545,1.007086667,0.006638642
25796,-0.867668333,0.006652712
79057,0.836091667,0.006656448
55568,-1.360901667,0.006680696
1687,0.686438333,0.006687506
5463,0.58111,0.006690038
140606,-1.253255,0.006690503
56005,-0.812268333,0.006702882
121793,-0.596613333,0.006705271
221883,-0.669068333,0.006705448
100506658,1.137273333,0.006712585
219348,1.257366667,0.006730565
23022,-1.303925,0.006742878
51155,-1.088896667,0.006763033
283537,-0.966581667,0.006766598
6356,-1.489023333,0.006787358
388962,-0.879016667,0.006794234
9374 /// 80864 /// 100532746,1.024678333,0.006801638
8673,-1.274648333,0.006807272
10367,-1.005506667,0.006816927
124565,-0.752593333,0.006834297
54910,0.986256667,0.006837449
440,0.800298333,0.006842595
2048,-0.741506667,0.006862195
64131,-1.315711667,0.006862635
11155,1.619133333,0.006877942
2690,1.092653333,0.006878524
5746,1.502793333,0.006927117
4709,-0.809791667,0.006940631
8853,0.890866667,0.006948587
161145,-0.802846667,0.006956441
10975,-1.092265,0.006993441
3782,0.932448333,0.006995777
10781,0.672543333,0.007040713
201266,-0.837421667,0.007053788
11020,0.869078333,0.007062708
2878,2.383245,0.007063299
84795,0.843378333,0.007079375
23383,0.497265,0.007086613
57758,-1.621601667,0.007087146
146722,-1.385698333,0.007092841
144347 /// 100533183,-1.667476667,0.007143122
112476,1.356763333,0.007161788
8192,-0.718583333,0.007198571
2071,0.533231667,0.007215423
1846,-1.238701667,0.007221006
9068,1.859691667,0.007235779
201651,0.526076667,0.007260552
1955,-0.683418333,0.00728172
1815,-0.581976667,0.00728201
85439,1.19016,0.007329659
23167,-0.992971667,0.007329984
214,-0.814953333,0.007362276
64866,-1.44088,0.007435104
729967,-0.637583333,0.007470159
1509,-1.377613333,0.0074767
9365,1.375865,0.007491241
2065,-2.044893333,0.007492188
8412,-0.709786667,0.007495733
23500,0.97353,0.007496211
197358,-1.533066667,0.007496587
2028,1.783786667,0.007497757
54629,-1.330921667,0.007500172
9324,1.100596667,0.007511398
574414,0.55817,0.007524126
9966,-1.104078333,0.007531272
4681 /// 100532736,-1.053115,0.00754484
162073,-0.718708333,0.007567104
54962,-0.690123333,0.007578493
64102,2.003398333,0.007610887
728431,-0.694071667,0.007621681
25973,-0.74654,0.007627809
55004,-0.788088333,0.007637202
1973 /// 26781 /// 652965 /// 652966,1.308193333,0.007682088
388552,-0.721981667,0.007682279
124976,1.064516667,0.00769325
338657,0.801615,0.007711949
140901,1.288313333,0.007752883
51060 /// 112970,-0.63269,0.007758291
23253,0.945828333,0.007762154
2597,-0.909061667,0.007780047
8473,0.661485,0.007781808
84279,-0.658595,0.007782818
205251,-0.692736667,0.007788143
9766,-1.107183333,0.007789087
8614,-1.749876667,0.007814176
10011,-0.853353333,0.007814687
145788,-0.665891667,0.00781648
116441,1.809863333,0.00783309
4088,0.90531,0.00784741
8832,-1.605965,0.007854343
222166,0.771985,0.007860258
375757,-1.1642,0.007864247
4306,1.218866667,0.007873529
1,-0.661345,0.007878038
3164,1.90773,0.007891479
56894,1.115931667,0.007894501
375346 /// 389125 /// 100526772,1.191616667,0.007897118
10766,0.716975,0.007900322
64754,-2.017483333,0.007944647
10204 /// 128322,-0.663466667,0.00796302
100505702,-1.714795,0.007967475
9172,1.331146667,0.007973125
2966 /// 653238 /// 728340,-0.730836667,0.00798449
83888,1.208835,0.007988898
284757 /// 729296,0.411481667,0.008010114
6461,-0.865016667,0.008025642
1808,1.046201667,0.008056338
283383,1.448343333,0.008129477
91746,0.777085,0.00815127
79581,-0.738103333,0.008154183
1351,-0.91344,0.008174335
2617,-0.522975,0.008185388
51227,-1.162926667,0.008186346
54440,-1.765671667,0.008190661
79870,0.608476667,0.008205789
150946,-0.72773,0.008255156
338620,-0.880863333,0.008255713
4792,0.98002,0.008258399
54480,-0.979001667,0.008262784
3764,1.078503333,0.008284764
5714,-0.851335,0.008294241
5792,-1.032051667,0.0082988
100506742,0.819383333,0.00831119
51065,-0.79899,0.008323389
10952,-0.679195,0.008364506
6923,-1.081686667,0.008368241
11232,0.536611667,0.008370876
58494,1.555978333,0.008377699
7474,-1.773951667,0.008392876
55856,-0.985773333,0.008393558
11334,-0.918055,0.008438266
6881,-1.417956667,0.008452524
56172,-1.688135,0.008466989
2157,1.22155,0.008468043
669,-1.192518333,0.00847893
168537,1.697031667,0.008491391
25874,-0.724323333,0.008501494
9768,-1.675556667,0.008517579
100134934 /// 100529145,-0.996361667,0.008520413
100505501,-0.601285,0.008543169
94031,-0.981336667,0.008553642
389792,-0.673968333,0.008562881
2324,0.89019,0.008580465
2683,-0.751031667,0.008581119
123355,-0.662605,0.008594437
63874,-0.671478333,0.008598035
23154,-0.744868333,0.008612015
114876,0.711306667,0.008626819
100131262,-0.8784,0.008630771
56006,-0.689416667,0.008691246
3685,-1.187248333,0.00869182
3625,1.427678333,0.00869506
54453,-1.172525,0.008706159
92304,0.628941667,0.008713322
90799,0.935398333,0.00872966
54434,-0.809348333,0.008761418
751816,1.322318333,0.008767157
91614,-1.63362,0.008791911
401548,-1.485493333,0.008817995
2002,-0.63545,0.008841761
9162 /// 100128727,-0.97939,0.008859961
29089,-0.859298333,0.008893948
84168,-1.442306667,0.008895453
1840,0.75926,0.008921852
55082,0.672705,0.008934021
10402,-1.431703333,0.008941436
8087,-0.890721667,0.008970758
4301,0.989296667,0.008972168
221491,-0.815573333,0.008972707
54502,-0.913051667,0.008981215
51601,0.95061,0.00898419
5799,1.368831667,0.009018071
286205,1.097148333,0.009026264
9727,1.465918333,0.009038337
4312,-3.12621,0.009045493
6768,-1.19582,0.00907562
25953,-0.862078333,0.009086864
23705,-2.069163333,0.009098359
100506022,-0.590646667,0.009108453
84304,-0.840145,0.00913873
221002,-1.198316667,0.00914966
10512,-1.773041667,0.009172175
862,1.350226667,0.009205848
27145,1.588353333,0.009231787
100009676,-0.719385,0.009240337
11006,-0.636243333,0.009261547
170691,-2.019501667,0.009265039
10906,-0.62666,0.009266938
10474,-0.821146667,0.009310171
59,-1.654175,0.009314664
5605,-0.75226,0.009363027
116535,1.034881667,0.009366888
23658,-0.989436667,0.009373133
729678,-0.600891667,0.009398524
9050,-0.690698333,0.009407856
10443,0.688253333,0.009409192
170690,-1.386473333,0.009472186
554203,0.830851667,0.009479203
23236,1.888608333,0.009498936
5877,-0.917256667,0.009503286
51267,1.388056667,0.009523744
23710 /// 23766,0.880903333,0.009545819
29796,-1.016511667,0.009561509
55666,-0.47888,0.009587731
7204,1.055303333,0.009614292
9289,1.342128333,0.009634482
53905,-0.691798333,0.009658489
64342,-0.729953333,0.00966119
8089,-0.618053333,0.009669258
28673,-0.440708333,0.009675176
3131,1.760281667,0.009684833
1036,1.272418333,0.009698245
6876,-2.129408333,0.009719144
56951,-0.687955,0.009719346
124359,-1.171955,0.009736205
100216479 /// 100288897,0.832171667,0.009747222
80205,0.986931667,0.009748746
10160,-0.80565,0.009756529
1195,1.323158333,0.009784718
9590,1.306093333,0.009791734
415116,0.846908333,0.00979607
653483,0.871946667,0.009801568
54756,2.148193333,0.009809413
55273,1.65496,0.009845832
5216,-1.391533333,0.009863112
140850,0.407465,0.009868516
259232,-1.678308333,0.009898561
8409,-0.808785,0.009918641
54972,-0.797288333,0.009923742
1337,-0.94734,0.009924105
1215,1.36821,0.009925177
8909,0.641415,0.00996277
11344,-0.510305,0.009998046
11082,-0.827813333,0.010001492
404216,-1.021868333,0.010016717
54872,0.513418333,0.010031142
6431,0.750755,0.010033209
653140,0.494838333,0.010053228
115908,-1.391268333,0.010067143
11185,1.132131667,0.010070178
79102,-0.700675,0.010084732
58504,-1.161263333,0.01010393
4481,-1.955231667,0.010117914
5008,-1.011228333,0.010139516
51330,-1.088625,0.010148604
2212,-1.612716667,0.010174667
54497,0.571798333,0.010186873
643837,0.962065,0.010191412
7791,-0.42709,0.010214217
57730,0.845601667,0.010220153
5027,-1.195351667,0.010242162
2509,-0.36782,0.010257207
29887,-1.872783333,0.010297295
116138,-0.604098333,0.010313944
63943,-0.636673333,0.010323693
658,-2.411358333,0.0103352
55800,1.691143333,0.010341249
845,1.237053333,0.010341945
5265,-1.522188333,0.010378453
5892,-0.804073333,0.010378923
11230,-0.739781667,0.010398127
203068,-0.869418333,0.010400669
79963,0.876725,0.010410897
11285,-0.50608,0.010413423
285,1.578016667,0.010415301
771,-1.523525,0.010419425
54587,-0.639165,0.010421935
55268,1.014256667,0.010446763
790,-0.658426667,0.010479327
23635,0.87068,0.010489276
284578,0.521605,0.010517642
81796,-0.535908333,0.010524941
51650,-1.173143333,0.010525507
6991,-1.02668,0.01052819
144404,0.91877,0.010567201
26064,-1.288906667,0.010580917
57614,0.515028333,0.010581018
101928725,-0.560001667,0.010583177
51257,-0.624048333,0.010584984
128272,-0.544413333,0.010608989
23370,-0.751956667,0.010610395
51377,-0.862625,0.010620379
56648,-1.594363333,0.010630916
730,2.460693333,0.010631343
651746,1.199551667,0.010648138
10815,1.417863333,0.01069028
221814,0.776255,0.01071067
84865 /// 116540,-1.12728,0.010710983
23331,0.809063333,0.010742861
3691,0.759956667,0.010764812
11064,0.8735,0.010787597
5352,-2.05527,0.010792332
83552 /// 114902,-1.363763333,0.01081846
23002,0.992711667,0.010852001
100506795,0.976441667,0.01089482
55902,0.51877,0.010898018
6401,2.547833333,0.010901534
58485,-0.699805,0.010956809
4968,0.922205,0.010996485
29997 /// 692091,0.543733333,0.010996723
51294,0.776148333,0.011023206
27134,-0.57254,0.011025641
64062,1.074885,0.011027496
2781,0.990835,0.01104725
7574,0.681406667,0.0110522
7088,0.949978333,0.011083338
151230 /// 100526832,1.091596667,0.011084811
100506211,-1.565166667,0.011125704
92815,-0.880055,0.011127646
9457,0.762318333,0.011134012
85379,1.410996667,0.011136892
26521,-0.929738333,0.011155993
4521,-1.293931667,0.011169883
8028,1.002388333,0.011210733
5802,1.039481667,0.01122999
89932,1.233185,0.011231317
581,-1.323563333,0.011257278
29123,0.863005,0.011287427
283219,-0.685405,0.011291916
163,-1.123253333,0.011296872
65982,0.626381667,0.011296997
29967,-1.031296667,0.01133226
5787,1.835875,0.011339454
114327,1.386206667,0.011345143
55010,-0.655578333,0.011345423
4798,0.50702,0.011355721
2191,-1.858028333,0.011385566
51021,-0.805646667,0.01139683
9636,-2.179328333,0.011439286
2589,-1.520593333,0.011459274
7222,-1.360626667,0.011463525
8573,-0.618791667,0.0114644
2743,-1.653048333,0.011477166
4281,1.012746667,0.011479117
5429,-0.77954,0.011503564
116135,0.383748333,0.011507708
9719,-0.630246667,0.011524387
347735,-0.761281667,0.011531884
90956,-1.053098333,0.011552887
1462,-0.716933333,0.011561122
9984,0.854916667,0.011577581
57817,-0.872645,0.011583935
7940,-1.608895,0.011598613
493856,-0.776148333,0.011624306
57089,-0.796078333,0.011638126
6632,-1.276676667,0.011655284
56948,0.7319,0.011675015
9295,0.498816667,0.011686079
25907,-2.293255,0.011702314
57168,-0.635078333,0.011716209
494513,1.35244,0.011726659
84287,-0.654376667,0.011744455
92609,-0.924793333,0.011753326
401491 /// 101930048 /// 101930053,0.457783333,0.011758769
27244,0.762905,0.011782101
53919,0.593783333,0.011786459
84310,-0.748966667,0.011811091
283131 /// 693197,0.588796667,0.011814026
10783,-0.803775,0.011831139
84266,-0.808983333,0.011832734
30851 /// 100533970,-0.762765,0.011887962
55790,1.099636667,0.011921959
6863,2.655793333,0.011961736
2258,1.27841,0.012002604
353376 /// 100302736,-1.743966667,0.012011166
26270,-1.537081667,0.012017897
247,-0.653703333,0.012045272
124801,-0.97928,0.012065921
4664,0.814713333,0.012070261
114784,-1.001616667,0.012076842
55717,0.932753333,0.012087618
10994,-0.960475,0.012102324
116039,1.329625,0.012117486
10283,0.908381667,0.012129873
10213,-1.171253333,0.012140193
10966,1.042216667,0.012145365
27286,-1.979586667,0.01214766
23157 /// 84656,-0.9189,0.012167748
283867,-2.275525,0.012176236
1164,-1.38617,0.01218528
27327,0.81606,0.012211614
337867,-0.880028333,0.012218196
10653,-1.513155,0.012233465
84909,-0.918436667,0.012275135
26511,-0.61558,0.012285611
1465,-0.724515,0.012327428
389741,0.89736,0.012328686
1890,-1.754208333,0.012341463
54510,1.17204,0.012362073
4678,0.583818333,0.012363157
115509,-0.48152,0.012378514
399761,0.898225,0.012385151
8741 /// 407977,-0.978265,0.012393501
55857,0.648545,0.01242893
317781,0.509943333,0.012433671
10096,-0.889495,0.012511967
3067,1.493578333,0.012537587
24140,-1.137158333,0.012546854
22891,-1.266705,0.012548799
90933,-0.612373333,0.012551323
6119,-1.002083333,0.012564189
191,-0.779205,0.012572754
729732,1.285313333,0.012574565
100133315,0.51925,0.012607615
23131,0.869725,0.012630904
100506965,1.177935,0.012642019
1945,-0.989846667,0.012649639
9641,-0.472163333,0.012658944
813,-1.387025,0.012659336
6664,-1.313366667,0.012676524
8854 /// 101928635,1.972846667,0.012688272
55131 /// 157247,0.542165,0.012736979
158326,1.913871667,0.012755001
83593,-0.894721667,0.012764744
55113,-0.362733333,0.012766415
23788,-0.669523333,0.012770372
100289361,-0.705648333,0.012771684
649446,-0.829005,0.012817805
23493,-1.16413,0.012856613
4258,0.857626667,0.012861211
51373,-1.351651667,0.012868163
84299,-0.731258333,0.012939671
91748,0.567066667,0.012940859
4713,-1.008986667,0.012998529
3939,-0.7633,0.013016393
116835,1.271518333,0.013028831
2892,1.789803333,0.013028832
339229,-0.787508333,0.013053189
1829,-1.738788333,0.013069829
100506606,0.37854,0.013072411
9235,-1.241155,0.013099748
10802,-0.856548333,0.013125762
10156 /// 100271927 /// 102724229,1.147348333,0.013132246
54758 /// 100129637,0.806731667,0.013155984
100506098,-1.378978333,0.013156007
29844,-0.680871667,0.013193784
57509,1.415458333,0.01323205
51081,-0.886541667,0.013233119
7739,-0.776755,0.013241153
7593,0.79001,0.013241455
2882,-1.563465,0.013245069
57617,-0.631283333,0.013267459
84885,-0.754243333,0.013269249
80176,-1.383916667,0.013271678
871,-1.432753333,0.013276257
6320,-1.080945,0.013291903
1267,-0.7244,0.013317381
9796,1.201595,0.013363837
79927,1.048513333,0.013377441
10121,-0.58449,0.013407935
57396,0.84524,0.013408545
3775,-1.03924,0.013430759
10257,-1.302475,0.013431434
172,0.574653333,0.013437266
7789,0.667138333,0.013439145
57337,0.598415,0.013497357
23768 /// 100506718 /// 102724348,1.724448333,0.013513687
54461,-0.886508333,0.013557863
64979,-0.832276667,0.013566167
55870,0.798861667,0.013577955
1130,1.113651667,0.01361661
7965,-0.589081667,0.013622277
94234,-1.592073333,0.013641385
51284,-1.430921667,0.013647041
7805,-1.151355,0.01370293
4729,-0.703548333,0.013731046
3569,1.63442,0.013731407
120,1.1134,0.01375988
25832 /// 400818 /// 100132406 /// 101060684,0.7781,0.013772901
9056,-1.264578333,0.013784944
29985,-0.852436667,0.013803104
730092,0.643943333,0.013867378
83460,-0.6455,0.01387941
133584,1.231235,0.013889181
51755,-0.656938333,0.013903034
