gene,logFC,P.Value
239,-0.066801667,0.753628661
654433,-0.243386667,0.753641161
157680,-0.095305,0.753715352
148479,-0.145516667,0.753744658
84848 /// 494336,0.13732,0.753792218
5015,-0.043438333,0.753879987
4858,0.060796667,0.753906998
489,-0.156166667,0.753963269
390790,-0.06561,0.754025809
93589,-0.06897,0.75402585
864,-0.0615,0.754079707
101928076,-0.187088333,0.75410769
79188,0.085813333,0.754145857
157860,-0.06449,0.754295107
29781,0.067525,0.75432552
1054,0.133643333,0.754468254
64428,-0.06902,0.754556852
130951,-0.06933,0.75482051
90485,0.075508333,0.754952624
337882,0.041926667,0.75498732
2979,0.11676,0.755019763
26799 /// 387066 /// 692088,-0.13504,0.755062252
4217,-0.121605,0.755070894
10432,0.074978333,0.755246041
166348,0.069625,0.755291521
55237,-0.065658333,0.755315017
283677,0.053601667,0.755431781
64860,-0.151653333,0.755480793
9398,-0.06333,0.755491928
54550,-0.073601667,0.755545889
90196,0.070158333,0.75568384
255193,-0.045528333,0.755708851
342184,0.049985,0.755768477
55859,0.059966667,0.755826015
4224,-0.115203333,0.755871835
101929528,0.050288333,0.755879306
27127,0.045055,0.755945029
4915,-0.218901667,0.756021693
148979,-0.108563333,0.756210218
149830,-0.065241667,0.756223987
285375,-0.049193333,0.756460784
352961,0.067781667,0.756485891
93145,0.042185,0.756617702
144455,-0.051813333,0.756660092
114984,-0.06268,0.756703513
10269,-0.119088333,0.756707087
55160,-0.094888333,0.756763853
132243,0.047545,0.756778041
285847,-0.054091667,0.756841299
55036,-0.086261667,0.756898678
80204,0.113923333,0.757175587
23256,0.081103333,0.757183311
219541,-0.087801667,0.757192892
6275,0.102321667,0.757206207
8924 /// 390561 /// 101929047 /// 101929832,0.058925,0.757398651
9180,0.091811667,0.757486183
127670,0.060375,0.757508998
101929473,-0.041406667,0.757567858
54729,-0.062538333,0.757626222
728448,0.057343333,0.757676305
101929004,0.045065,0.757694158
9894,0.079063333,0.757820402
113251,-0.18408,0.757894186
115704,-0.079246667,0.757974334
91445,-0.06618,0.758023632
10469,0.067393333,0.758058185
152756,0.053376667,0.75805936
26872,0.175595,0.758091122
2672,-0.135158333,0.758237783
63876,-0.054125,0.758262929
7547,-0.054311667,0.758311261
101929279,0.057981667,0.75837406
390205,-0.069971667,0.758394292
50636,0.055758333,0.758464964
6733,-0.06777,0.758651041
5921,0.097241667,0.758663032
25886,0.094191667,0.758715716
84296,-0.060785,0.758950347
101929081,-0.07472,0.758976808
3760,0.048421667,0.759088851
3987 /// 100288695,-0.104835,0.759122184
501,-0.09502,0.759129421
8646,-0.100721667,0.759143447
3780,0.045065,0.759357127
9489,0.075618333,0.759358366
23293,-0.07886,0.759363981
3492 /// 3493 /// 3494 /// 3500 /// 3501 /// 3502 /// 3507 /// 28396 /// 102725526,0.112976667,0.759464167
259266,-0.091158333,0.759466713
105,0.041405,0.759504242
8711,-0.053628333,0.759504897
60678,-0.08862,0.759555426
672,0.054036667,0.759609243
157931,-0.04517,0.759650083
113612,0.142166667,0.759701301
121214,0.038268333,0.759811348
116113,-0.065321667,0.759873884
114769,-0.32588,0.759877295
1620,-0.117628333,0.759959304
164091,-0.103731667,0.759965844
5098 /// 56105,0.045031667,0.759969825
677769,0.250093333,0.759977592
389857 /// 441495,0.039931667,0.760050959
5917,0.123108333,0.760056612
553115,-0.089336667,0.760127753
10613,0.077368333,0.760146359
5593,-0.112245,0.760161029
7302,0.044771667,0.760284051
101928689,-0.044893333,0.760346462
85364,0.055976667,0.760353206
338579,0.069223333,0.760368507
101927526,-0.064115,0.760429882
2243,-0.084253333,0.760534988
6751,0.077216667,0.760630922
131118,-0.118911667,0.760710028
7335 /// 7336 /// 387521 /// 387522,-0.078068333,0.760742954
7525,0.108265,0.760869765
10904,0.05755,0.760887126
84240,-0.15006,0.760901614
441294 /// 643854 /// 100128553 /// 100142659,0.109726667,0.760906686
92104,-0.046883333,0.760934638
154810,0.158916667,0.760962774
136259,-0.060268333,0.76114774
117289,0.06358,0.76124355
100129845,-0.053275,0.761318447
158521,-0.037265,0.761397894
10941 /// 574537,-0.042475,0.761554469
85301,0.09682,0.761616062
80153,0.071391667,0.761632546
2570,0.059868333,0.76167418
158724,0.044358333,0.761679703
54089,0.046553333,0.761710931
30011,-0.124146667,0.761721613
283687,-0.090323333,0.761765816
81876,-0.091056667,0.761767918
2553,0.156413333,0.761797479
8787,-0.060908333,0.761863828
100130717,0.035151667,0.761937575
9122,-0.131136667,0.761975645
399884,-0.053668333,0.762086907
338809,-0.03624,0.762093685
114794,0.065541667,0.762156934
7710,0.041986667,0.762165948
3608,-0.150635,0.762242869
8509,-0.099991667,0.762269277
3188 /// 100529097,-0.152423333,0.762487666
8813,0.131351667,0.762497824
401114,0.051431667,0.762521467
284001,-0.064695,0.762616371
1041,-0.05915,0.762650218
9752 /// 56134 /// 56135 /// 56136 /// 56137 /// 56138 /// 56139 /// 56140 /// 56141 /// 56142 /// 56143 /// 56144 /// 56145 /// 56146 /// 56147,0.144868333,0.762668212
81688,-0.104966667,0.762771738
54987,-0.076653333,0.762817471
25845,0.096063333,0.76283732
23505,-0.106806667,0.762856702
3788,-0.063913333,0.762875192
123283,-0.111085,0.762915953
390999,-0.04715,0.762946473
84847,-0.109193333,0.763043392
3993,0.090768333,0.763046548
161779,-0.075348333,0.763084411
3929,0.052976667,0.763118277
2744,0.127435,0.763233013
151126,-0.105636667,0.763325709
29948,-0.073476667,0.763538571
203062,0.062691667,0.763613494
154872,-0.047643333,0.763687555
130574,-0.124685,0.763697321
137682 /// 100506538,-0.083836667,0.763787343
9283 /// 284570,-0.066361667,0.763854369
127247,0.035783333,0.763869421
9318,-0.118536667,0.763946199
22911,0.146341667,0.764025395
100507391,0.049138333,0.764100675
653509 /// 729238,-0.05487,0.76417483
10038,-0.12175,0.76418945
646214,-0.076156667,0.764218459
150197,-0.041886667,0.764369425
23452,0.11886,0.764455601
9734,0.127723333,0.76446791
147081 /// 401884,0.066208333,0.764592275
100288570,-0.047691667,0.764595142
24144,-0.065135,0.764633851
5029,0.050841667,0.764656973
7265,-0.056066667,0.764681338
59272,0.059415,0.764690468
6013,-0.058885,0.764758482
9197,-0.115768333,0.764799664
3811 /// 3812,-0.061706667,0.764875761
85015,-0.109321667,0.764903112
2901,-0.061741667,0.764955702
3605,-0.04902,0.76505195
22924,0.076711667,0.765084014
116154,0.044276667,0.765119239
100132948 /// 100133121,-0.075265,0.765146717
5725 /// 100616459,-0.061633333,0.765151722
80740,-0.046235,0.765267346
6720,-0.130775,0.765280907
100505727,0.048395,0.765305311
23107,0.06471,0.765349941
157570,0.072056667,0.765415592
85013,0.111686667,0.765423581
9622,-0.061845,0.765425627
150142,0.062175,0.765428418
64397,0.11151,0.76544013
101929319,-0.041115,0.765494339
9266,-0.098461667,0.765539548
5458,-0.049566667,0.765665862
642,0.13281,0.7657484
90326,-0.051215,0.765905617
55100,0.107445,0.76605098
7453,0.091051667,0.766142165
286144,-0.145785,0.76621611
65998,0.085841667,0.766283106
441086,0.048438333,0.766295113
729515,0.113616667,0.766323816
285362,-0.110923333,0.766354319
101926934,-0.063365,0.766395301
6462,-0.06361,0.766407564
51001,0.111216667,0.766472889
286148,-0.139418333,0.766511446
254050,0.067425,0.766554947
5256,0.100905,0.766642267
85478,-0.055426667,0.766643821
2006,-0.175511667,0.766678038
27086,-0.057738333,0.766694872
84068,0.107425,0.766765728
439994 /// 642361,-0.080073333,0.766808723
161253,-0.092058333,0.766856219
24142,0.056256667,0.766857749
23547,-0.07265,0.7668822
55628,-0.064196667,0.76688928
127833,-0.072881667,0.766914964
1429,-0.172538333,0.766915919
221527,0.055706667,0.767041187
387082,-0.10651,0.767210507
55746,0.123785,0.76726197
219793,0.044558333,0.767267764
79832,-0.133248333,0.767317079
50943,-0.084505,0.767354557
11167,0.11202,0.767462173
4863,-0.100598333,0.767565836
26776,-0.067643333,0.767657091
57541,0.127348333,0.767725419
78987,-0.119068333,0.767737517
6133,0.084005,0.767794956
369,-0.099403333,0.767879987
495,-0.065243333,0.768027108
1058,0.048238333,0.768066994
59307,-0.135178333,0.76812138
100506930,0.06663,0.768193588
51233,-0.053026667,0.768227227
283731,-0.047408333,0.768282155
6865,-0.059373333,0.768378901
100271832,0.046826667,0.768395151
257169,-0.044898333,0.768397137
7328,-0.127153333,0.768492616
101929897,0.05226,0.768508016
115650,0.058583333,0.768545157
1269,-0.05377,0.768565792
3442,-0.053293333,0.768617683
23030 /// 100507022,0.09165,0.768774313
149371,0.16137,0.768887747
92979,0.08656,0.768921924
54466,-0.064423333,0.768922038
894,0.141961667,0.768933987
100131180,-0.033203333,0.768970617
148266,0.11998,0.769009724
100130417,-0.132853333,0.769148137
643332,-0.046851667,0.769217843
51686,-0.061525,0.769230306
100507297,0.09428,0.769237652
160298,0.039171667,0.769286759
83734,0.06455,0.769311605
408050,-0.089238333,0.769361631
400926,0.049638333,0.76937069
3587,0.199636667,0.769449417
374470,0.040491667,0.769532261
7152,0.03357,0.769608374
63970,0.04875,0.769625651
9575,-0.16322,0.769972897
285766,-0.055283333,0.770047112
100506827,0.057436667,0.770055464
23498,-0.062686667,0.770095735
100,0.094603333,0.770121141
7626,0.083916667,0.770213058
54813,-0.18457,0.77026502
220929,-0.070315,0.770380792
7348,-0.053463333,0.770460464
54529,0.15081,0.770490659
388572 /// 731275 /// 100133161 /// 101060494 /// 101926894 /// 101929038 /// 101929819 /// 101930127 /// 101930567,-0.058955,0.770529448
80237,-0.095133333,0.770539774
8220,-0.06838,0.770677176
1844,-0.143233333,0.770696769
98 /// 101927144,-0.088475,0.7707596
26052,0.103958333,0.770814355
3316,-0.06121,0.770868089
100505687,-0.127558333,0.770902761
100132464,-0.046871667,0.770928063
220972,-0.100045,0.770978215
11163,0.080613333,0.771040788
7753,-0.129733333,0.771086274
4931,-0.099591667,0.771122322
58529,0.065843333,0.771217476
1656,0.06938,0.7712315
100128998,0.048248333,0.771299576
1459,0.060051667,0.771333998
102724017,0.098051667,0.771339305
2653 /// 101060817,0.13459,0.77141104
284424,0.040728333,0.771428316
79862,0.074971667,0.771436229
140678 /// 100505874,0.046648333,0.77146153
23165,0.101228333,0.771595715
3299,-0.081118333,0.771806217
284131,0.0694,0.771934266
192669,0.10452,0.771958793
445347,-0.067683333,0.77197179
51534,-0.076065,0.772045639
64215,-0.089985,0.772132789
9631,0.05275,0.77215384
143879,-0.053086667,0.772179097
5911,0.130995,0.772189388
100652929,0.039301667,0.772222778
65987 /// 100532726,-0.085866667,0.772235926
203328,-0.064811667,0.772559507
440348,0.049316667,0.772563791
6344,-0.050895,0.772585915
650655,0.123016667,0.772609985
2736,-0.095773333,0.772857838
51699,0.129021667,0.77296216
23089,0.038116667,0.772968011
56904,0.07343,0.772969322
101927228,-0.05261,0.773026815
9473,-0.141501667,0.773032481
50835,0.048906667,0.773070023
10317,0.041826667,0.773141173
9826,0.08303,0.773149428
9391,-0.068013333,0.773401844
200728,0.129278333,0.773526572
400655,-0.050023333,0.773602197
3816,-0.056535,0.77361386
401067,0.049193333,0.773646331
26065,-0.054036667,0.773805431
25851,-0.079793333,0.773939505
57477,0.06523,0.774045984
9728,0.088828333,0.774055497
221223,0.05294,0.774095522
100852409,0.049935,0.774205473
51195,0.048551667,0.774208186
383,0.05444,0.774231353
85313,-0.14417,0.774323323
221481,-0.060703333,0.77435481
6618,-0.048678333,0.774414133
100507221,0.039373333,0.774442902
27349,-0.074091667,0.7744859
54431,0.115303333,0.77449788
91369,-0.094125,0.774511892
1662,0.080026667,0.77457315
1746,-0.051338333,0.774696925
10394,0.044748333,0.774719307
6535 /// 386757,-0.056388333,0.774750503
5899,0.12389,0.77494217
7428,-0.081675,0.774979412
152048,-0.04189,0.77505112
2208,-0.063741667,0.77512203
2543 /// 2574 /// 2576 /// 2577 /// 2578 /// 2579 /// 26748 /// 26749 /// 645051 /// 645073 /// 729396 /// 729408 /// 729422 /// 729428 /// 729431 /// 729442 /// 729447 /// 100008586 /// 100101629 /// 100132399,0.045266667,0.775135632
51495,-0.062,0.775138884
221393,-0.044663333,0.775204476
84290,0.050091667,0.775218265
101929241,0.037001667,0.775300615
101929454,-0.04294,0.775340389
101929552,-0.038665,0.775434389
10463,0.093401667,0.775541307
4439 /// 401251 /// 100532732,0.076328333,0.775560686
144535,0.040871667,0.775614705
54509,0.069335,0.775797712
2117,0.131566667,0.775891159
84549,-0.08502,0.775928275
101929495,-0.056638333,0.775969861
8761 /// 100996696,-0.088315,0.776030449
7349,0.079006667,0.776144416
101928790,0.049128333,0.776281254
51135,-0.046203333,0.776285079
100996251,-0.042873333,0.776317365
157927,0.054505,0.776348837
874,0.134165,0.776353163
4172,0.069236667,0.776408013
27344,0.03938,0.776485339
345462,0.125315,0.776696449
8334,0.17631,0.776816685
23352,-0.080208333,0.776916274
57727,-0.07736,0.776916705
100131211,0.05311,0.776993897
147719,0.050911667,0.777004707
286530,-0.177103333,0.777056784
140460,0.103458333,0.777071816
102800310,0.057756667,0.777140898
57703,0.086375,0.77714314
6572,-0.05544,0.777185242
51143,-0.108805,0.777192245
163590,-0.09248,0.777197497
440503,0.05174,0.777255962
255027,0.056251667,0.777282948
7267 /// 286495,-0.102293333,0.777306797
27343,-0.051431667,0.777430922
9721,0.063683333,0.777437789
348487,-0.035896667,0.777484667
51714,-0.083233333,0.777615569
25920,0.051255,0.777707284
125058,-0.099985,0.777838864
7139,-0.048066667,0.777855488
503639,0.148486667,0.777878616
5631,-0.07554,0.777992342
266629,-0.063798333,0.778030858
100506563,-0.039698333,0.77805918
10514,-0.048026667,0.778069588
79133,-0.115025,0.778079836
478 /// 101927137,0.037145,0.778082867
253724,-0.043628333,0.778128615
79905,0.04095,0.778255964
4735,-0.07457,0.778332409
80183,0.164593333,0.778344658
56947,0.10801,0.778366641
89944,-0.079583333,0.778407292
56955,-0.048545,0.778420832
2036,0.100535,0.778464282
480,-0.042026667,0.77857772
101927287,-0.069196667,0.778601304
100507670,-0.041038333,0.778672271
2779,-0.038216667,0.778699309
101927224,0.037723333,0.778725867
5662,0.064345,0.778757909
81875,0.144478333,0.778824101
91689,-0.100736667,0.778936501
27178,-0.052996667,0.778953502
1431,0.072813333,0.778980498
148808,-0.05872,0.77898875
221458,-0.059531667,0.778994828
642980,0.059671667,0.77900507
57799,0.0867,0.779029651
101927257,0.051523333,0.779294335
5369,0.06069,0.779456473
83844,-0.048961667,0.779487704
100128185,0.04,0.779824894
157777,-0.042175,0.77984011
401442,0.039038333,0.779901
54967,0.040721667,0.779969202
255025,0.041851667,0.779997852
116842,0.116695,0.780009564
51020,-0.132955,0.780039598
101928304,-0.046496667,0.780083137
10120,-0.059676667,0.780181964
2859,-0.061481667,0.780207849
5630,0.076385,0.78034449
150365,-0.086626667,0.780392339
56169,-0.047161667,0.780423214
642345,-0.054983333,0.780455134
1635,-0.09814,0.780571889
1198,0.098968333,0.780829817
51239 /// 200539,-0.082521667,0.780854833
5757,0.05617,0.780878269
147694,0.10022,0.780952331
1136,0.052638333,0.781004522
132141,0.05354,0.781035861
55066 /// 283922,0.066828333,0.781118642
339977,-0.04901,0.781276619
10369,0.047535,0.781309331
23234,-0.101951667,0.781396486
124056,-0.054155,0.781412203
83935,-0.202168333,0.781427668
144766,-0.046515,0.781448458
79876,-0.068003333,0.781482173
5190,-0.092308333,0.781551838
317761,0.030966667,0.781620822
339874,-0.043518333,0.781694648
11238,-0.069583333,0.781768516
1432,0.079951667,0.781777979
8665,-0.076106667,0.781798344
4246,-0.110705,0.781856287
100132078,-0.044561667,0.781912413
100852407,0.038218333,0.781976343
83475,0.076825,0.782010073
23378,-0.064698333,0.782065318
138649,0.066495,0.782079491
101927069,0.059083333,0.782087232
101930114,0.061486667,0.782138357
284185,-0.065556667,0.782195541
100861547,0.038418333,0.782221387
2527,-0.050353333,0.782288582
83741,0.055205,0.782450442
146713,0.066663333,0.782505005
5903,0.099801667,0.78255165
6943,-0.048396667,0.782597286
101928797,0.036978333,0.782637834
5428,0.061371667,0.782675471
26148,-0.115561667,0.782692483
80775,-0.067416667,0.782749038
54020,0.06667,0.782997264
1973 /// 26781 /// 652965 /// 652966 /// 100533955 /// 101928634,0.053285,0.783028798
90499,0.055158333,0.783130499
100130700,0.038203333,0.783285493
22985,-0.096701667,0.783305192
162239,-0.097753333,0.783352816
145773,-0.050691667,0.783388774
84465,-0.057008333,0.78340062
8312,-0.054435,0.783403571
94026,0.051268333,0.783414497
55006,-0.122823333,0.783492557
135154,-0.084541667,0.783520577
101928001,0.046078333,0.783629591
3674,0.070465,0.783780313
143888,0.151825,0.783820746
27031,0.114208333,0.783830448
55973,-0.107691667,0.783908676
100873942,-0.062075,0.783965314
285286,0.085915,0.784062179
6605,0.100281667,0.784093906
10052,0.210558333,0.784094239
149643,0.0419,0.784141234
100689074,0.043151667,0.784179121
5897,0.030395,0.78418088
642280,-0.03283,0.784202012
27238,-0.10118,0.78421641
100507040,0.04406,0.784255971
219409,-0.040405,0.784280591
1118,0.07302,0.784281205
55937,-0.093965,0.784343933
84958,-0.160538333,0.784464295
10946,-0.070205,0.784697004
728450,-0.073881667,0.784746606
53635,-0.09789,0.784793079
90133,-0.066978333,0.784799506
50511,0.04383,0.784983609
22803,-0.077976667,0.784983856
26080 /// 642633 /// 729461,-0.042656667,0.785102439
5460 /// 5462 /// 642559 /// 645682,0.0517,0.785107447
92421,-0.102666667,0.785164485
10575,0.125083333,0.78517332
348254,0.062895,0.785202754
84518,0.072505,0.785485354
1421,-0.034933333,0.785510478
400027,0.130291667,0.785793689
90423,0.074516667,0.785889342
6953,-0.04801,0.785905347
613212,0.04191,0.785917689
9535,0.114853333,0.785923642
10840,-0.04142,0.785940411
153328,0.075031667,0.78598105
8342,-0.0405,0.78601065
9328,-0.059335,0.786027482
100506405,-0.04103,0.786035735
114026,-0.032825,0.786220545
84327,0.087471667,0.786230165
114991,-0.05588,0.786337678
26959,0.091913333,0.786358985
51316,0.118286667,0.7864105
8658,-0.08506,0.786445555
51676,-0.13609,0.786466521
7586,0.113346667,0.786499169
7366,-0.088128333,0.786550406
4018 /// 5340,0.052753333,0.786617205
101929660,0.034235,0.786727939
126129,-0.089085,0.786793463
100129239 /// 100133053,0.041446667,0.786870622
101928535,0.04215,0.786880503
3694 /// 100505984,-0.054333333,0.786973928
8382,0.106353333,0.787054598
256764,-0.04191,0.787067047
387707,-0.101245,0.787097399
63978,0.043671667,0.787127478
10296 /// 101928676,0.057423333,0.787151517
100289274,-0.053443333,0.787164224
283899,-0.06616,0.787247944
4636,-0.077931667,0.787327734
79665,0.123533333,0.787421355
83856,-0.114036667,0.787453202
23566,0.049826667,0.787533606
153572,0.113535,0.787604834
80816,0.093201667,0.787618648
5046,-0.047261667,0.787694195
515,-0.105268333,0.787768159
23204,0.114933333,0.78778645
80223,-0.057455,0.787835318
7150,0.065835,0.787856625
7015,-0.056351667,0.787857492
10140,0.105783333,0.787902177
6204,-0.048868333,0.787905369
56850,0.047715,0.787927807
653067 /// 653220,0.054333333,0.787945102
50832,0.039946667,0.787952062
101927703,-0.042246667,0.787994343
284521,0.036641667,0.788239119
54663,-0.049206667,0.788263488
162387,0.06122,0.788266398
285051,-0.042263333,0.788430171
159296,-0.03141,0.788466221
8369,0.030331667,0.788567276
84074,-0.047808333,0.788588842
844,-0.037235,0.788604721
7555,0.115445,0.788605759
3061,0.040318333,0.788667761
166752,-0.077625,0.788687206
139322,0.138098333,0.788731039
729173,0.04777,0.788739033
27245,-0.068911667,0.78877881
5706,0.10707,0.788786297
120400,-0.056246667,0.788899076
150000,0.206826667,0.788975351
64782,-0.075705,0.789037814
8819,-0.136013333,0.789152558
11063,0.043366667,0.789174613
56120,-0.040818333,0.789190384
81035,0.111743333,0.789191325
9675,0.048275,0.789216895
100507634,-0.04513,0.789236088
4159,-0.036911667,0.789320334
89869,-0.039583333,0.789440864
340074,-0.059928333,0.78950282
1977,-0.092511667,0.789508482
100996419,0.064231667,0.789601209
9320,-0.085555,0.789780694
122961,-0.10199,0.789827647
7258,0.04121,0.789840908
100507351,-0.037936667,0.789842557
101929450,0.044443333,0.789865116
6692,-0.050261667,0.789942102
146760,-0.093423333,0.790004694
83989,0.148203333,0.790082115
54455,0.082355,0.79009043
400619 /// 100499467,0.042011667,0.790273749
8659,-0.047633333,0.790382059
2525,-0.045775,0.790473548
6898,-0.065863333,0.790528012
54413,-0.04779,0.790537729
1463,0.061426667,0.790537798
9128,0.089586667,0.79054028
286083,0.056183333,0.790707309
327657,0.041693333,0.790763098
8510 /// 8511,-0.12839,0.790847061
91392,-0.078005,0.790860459
4841,-0.070028333,0.790863903
11179,0.060696667,0.790882607
5713,0.121065,0.79096461
100861544,-0.03662,0.790975058
388591,0.081453333,0.790999239
5077,-0.054178333,0.791013134
8831,0.06108,0.791156679
101929762,0.040101667,0.791161245
6468,-0.067325,0.791194762
101926942,0.035481667,0.791235894
8667,-0.083826667,0.791256213
29078,-0.130965,0.791345429
63973,0.033481667,0.791347676
286,-0.050358333,0.791398708
728558,0.063281667,0.791431561
5362,0.096608333,0.791476375
101928435,-0.045885,0.791519171
84826,0.068288333,0.791544464
26098,-0.169525,0.791592448
9649,-0.070688333,0.791593979
100506012,0.102786667,0.791594398
100874068,0.032666667,0.791621585
389834 /// 727764 /// 100132288,0.129046667,0.791698911
22841,-0.069921667,0.791803296
55711,-0.12144,0.79181531
100652911,0.043815,0.791979257
11176,-0.045363333,0.792024578
8681 /// 100137047,0.051381667,0.792121571
100505967,-0.045136667,0.792264021
3263,-0.070286667,0.792530099
8822,-0.054891667,0.792539672
347475,0.037711667,0.792637845
140836,-0.050781667,0.792689484
90423 /// 440862,0.043828333,0.792743079
55756,0.0673,0.792758144
1947,-0.033063333,0.792769929
9942,-0.043385,0.792786595
6795,-0.076798333,0.792890371
1017,0.090466667,0.79292164
196047,-0.097785,0.792966165
728591 /// 100526761,-0.034786667,0.793009103
285172,0.150506667,0.793071176
100506915,-0.048498333,0.793076238
9618,-0.069058333,0.79315772
164656,0.053633333,0.79325904
196374,-0.045175,0.793385726
11147,-0.047441667,0.793590486
6550,-0.046996667,0.793646778
84000,-0.058501667,0.793692447
54584,-0.04991,0.793721404
170393,-0.043421667,0.793744389
55249,0.054625,0.793806491
100131366,0.049121667,0.793870203
51,-0.114161667,0.793909261
54331,-0.129758333,0.79398046
617,0.095416667,0.793985459
55415,-0.040703333,0.793997601
64002,-0.041106667,0.794119114
83449,-0.048958333,0.794153851
64224,-0.090198333,0.794183785
29882,-0.106561667,0.794187918
56301,-0.039231667,0.794259354
114814,0.0571,0.794356128
53339,0.103358333,0.794364522
10799,0.097225,0.79437947
113115,-0.034273333,0.794398241
7479,-0.054911667,0.794484483
9487,0.054741667,0.794541801
83877,-0.142825,0.794793592
6406,0.032186667,0.794822878
202051,0.055425,0.794895281
339122 /// 100534599,-0.066696667,0.794906536
85009,0.034043333,0.79491595
2778,0.05434,0.795007323
6996 /// 732360,0.12765,0.795013965
26777,0.036918333,0.795120681
9630,-0.067673333,0.795136325
54734,-0.060246667,0.795163974
152110,-0.060043333,0.795289143
1992,-0.073421667,0.795297698
57628,0.033863333,0.795385871
9972,0.166656667,0.795398927
146325,0.046293333,0.79547203
51297,0.044961667,0.795472347
84876,0.119681667,0.795547602
6302,-0.04773,0.79555437
3641,-0.033445,0.795622272
54511,-0.033736667,0.795672251
88,0.065096667,0.795696885
79570,0.048873333,0.795737009
158056,-0.080808333,0.795765445
5464,-0.08914,0.795779583
55486,0.053486667,0.795797017
9980,-0.065103333,0.795831985
6324,0.077368333,0.795850849
100129503,-0.041368333,0.795924006
84896,0.108898333,0.796087669
63948,0.051248333,0.796111273
91687,-0.051675,0.796132714
93650,-0.084555,0.796225991
8287,-0.04883,0.796293337
29119,0.071581667,0.796302803
4802,0.077715,0.796400592
3881,-0.039753333,0.796574266
416,-0.044931667,0.796596817
84443,-0.053188333,0.796686133
7398,-0.097703333,0.79673476
85446,-0.060046667,0.796806703
2740,-0.052656667,0.79685153
64090,0.046411667,0.796862973
148581,0.04175,0.796877137
3798,0.090891667,0.796904073
139628,0.05767,0.79693017
102723620,0.03762,0.79696752
4690,-0.138943333,0.797101075
3171,-0.047431667,0.797123049
1444,-0.047708333,0.797134854
222894,-0.051118333,0.797137686
196541,-0.035088333,0.797243302
84214,0.035273333,0.797272957
160857,-0.090556667,0.797301911
9626,0.035771667,0.797411584
78999,0.046535,0.797548697
1271,-0.040931667,0.797575566
399949,0.030398333,0.797577989
139065,-0.115086667,0.797580015
3916,0.060775,0.797640867
85371,-0.059091667,0.797794305
6741,0.104295,0.79781934
162699 /// 728929 /// 100506888 /// 101060464 /// 101929858 /// 101930165 /// 101930171,-0.03144,0.797821363
7141,-0.045621667,0.797917722
400622,0.040865,0.79793897
10623,-0.0634,0.797968434
3492 /// 3493 /// 3494 /// 3495 /// 3500 /// 3502 /// 3503 /// 3507 /// 28396 /// 28442,-0.111538333,0.797976909
11010,-0.10054,0.798079998
79027,-0.088693333,0.798114095
8225,-0.060626667,0.798120178
8447,0.054111667,0.798128494
55745,-0.129545,0.798154879
2642,-0.059043333,0.79825015
7582,-0.070866667,0.798296534
79886,-0.102651667,0.798343059
101927273,0.03549,0.798419319
84793,-0.058596667,0.798790021
254827,0.046606667,0.798813225
2993,-0.040481667,0.799061088
26012,-0.050568333,0.799074383
100291323,0.041461667,0.799130775
9958 /// 102465133,-0.095518333,0.799186852
101929715,0.055571667,0.799191259
7597,-0.095116667,0.799237668
100506699,-0.146608333,0.799250196
6757 /// 10214 /// 727837,-0.043865,0.799281222
8527,-0.055855,0.799292467
2172,0.041216667,0.799348797
401134,0.035183333,0.799365758
326,-0.047353333,0.799474817
64599,0.054068333,0.79947847
119710,-0.11665,0.799544309
285627,0.036096667,0.799604393
4593,-0.045796667,0.79962228
3595,-0.05675,0.799817751
93099,-0.08081,0.799825407
10227,0.073935,0.799866688
101927660,-0.046081667,0.799900286
57465,-0.091523333,0.799905514
100874143,0.070896667,0.799928846
6583,0.071366667,0.799938248
7356,-0.048278333,0.800156146
7638,-0.045748333,0.800169597
389715,-0.034701667,0.800218796
1006,0.047626667,0.800269597
3950,0.035261667,0.800462853
55670,-0.100211667,0.800485506
151657,0.052418333,0.800632667
728081,-0.039128333,0.800678639
282566,0.113003333,0.800713302
85865,-0.035193333,0.800816536
100505782,0.036706667,0.800833876
103283057,-0.045496667,0.80087006
4004,-0.038758333,0.800944083
140732,-0.054495,0.800993113
54478,0.058395,0.8010005
414243,-0.034513333,0.801038124
117583,-0.052816667,0.801088989
54913,0.045331667,0.801107816
116519,-0.048176667,0.801112284
58157,-0.052631667,0.801176913
5981,0.077691667,0.801232088
29881,0.048438333,0.801373821
9020,0.092738333,0.801422579
258,0.033206667,0.801483147
55721,0.06426,0.801508566
101927608,-0.043101667,0.801594699
6143,-0.070605,0.801669398
654433 /// 101927382,0.172391667,0.80167696
85458,-0.150671667,0.801802353
346606,0.032246667,0.801808874
130557,-0.070553333,0.801840543
101927592,0.056238333,0.802017923
100505876,0.037865,0.802080959
57399,0.04077,0.802211644
65108,0.075593333,0.802267045
7771,0.133308333,0.802382403
83853,-0.033131667,0.802452019
55167,0.119976667,0.802463487
79816,-0.034015,0.802533848
5145,-0.038991667,0.802558921
154386,-0.044161667,0.802568278
7258 /// 728137 /// 728395 /// 728403 /// 100289087,0.033273333,0.802579219
51011 /// 151313 /// 729234,0.05475,0.802623497
64433,-0.040403333,0.802632869
57094,0.03809,0.802647787
56901,0.046995,0.802687891
140902,-0.045641667,0.802719455
100873985,-0.041496667,0.802759083
64412,0.108683333,0.802767371
956,-0.099491667,0.802787473
10111,-0.096273333,0.802864883
50512,-0.047978333,0.802907481
